"Company","Year","Text"
"Competitors",2021,"Nice flavor, and only 70 calories per cookie; the  Soft Baked Oatmeal Cookies are tasty.  But they're just not something to get overly excited about.  If oatmeal cookies are your definition of snacking nirvana, you might find these well worth trying."
"Competitors",2021,"These cookies were a hit with everyone in our family from the oldest (35) to the youngest (17 months.)  The cookies were very soft and tasty.  Each cookie was full of raisins, and still retained an ""oatmeal"" taste.  They are sized perfectly, one cookie is big enough to satisfy a craving without eating half of the box.  My only complaint is that they were crumbly.  This was fine for my 17 month old twins, as they still don't have all of their teeth, and have trouble biting and chewing hard cookies.  I had a problem with the crumbly texture, because when I tried to dip the cookie into a glass of milk, a big chunk of it broke off and fell to the bottom of the glass, where it turned into inedible mush.  Aside from that one complaint, I have nothing bad to say about these yummy cookies."
"Competitors",2021,"These are delicious, no question. They seem to have achieve the perfect level of sweetness, unlike most cookies with are a lot more sugary tasting. Kudos.There are also plenty of raisins, so at least part of its sweetness comes from a more natural source.My only complaint is the cookies were surprisingly dry. They are very well packaged, so I don't think that was the problem. Maybe they're made that way. But I've also heard that some products aren't great to order by mail in hot summer months, as they may dry out. I know mine probably spent at least a few hours on the porch in 90 degree weather. Dunking the cookie in tea or milk, or microwaving them for 15 seconds helped a lot.Otherwise, these were yummy and seem more healthy than other choices."
"Competitors",2021,"These cookies are pretty good.  They are soft and flavorful.  They are not amazing or as good as homemade, but what packaged cookie is?  These are better than other packaged cookies we've tried, and the nutrition information isn't horrible either."
"Competitors",2022,"These cookies are soft, but not crumbly like so many mass-produced ""soft"" cookies.  They have a good amount of raisins and slight oatmeal-spice flavor.  A plus is the individual wrappings, good for taking on an outing, packing in school lunches or even selling at a bake sale.  Don't expect the same chewiness or intensity of oat flavor as bakery or homemade cookies, but as store shelf cookies go, I've had worse (Chips  ""chewy gooey"" for instance)."
"Competitors",2022,"These are pretty tasteless, and the texture is all wrong.An oatmeal cookie should have a good texture, you should bite into something a little crunchy.  While I understand these are ""soft-baked"", I still expected to have some differentiation between the outer edges and the inside of the cookie.  There was none. They just don't taste that good.I ate one, my husband ate one, and the rest are still sitting in a box on the counter."
"Competitors",2022,"I did not love the taste or texture of this cookie. It is somehow simultaneously soft and dry  and gritty. The taste is nothing remarkable. And, it is not particularly healthy- not bad, but the stats arent great for one small-ish cookie.Give it a try, you may like it, but I was disappointed. I recommend Bel Vita Biscuits as a healthier- and tastier- cookie alternative."
"Competitors",2021," cookies have always been one of my favorites and these do not disapoint. These cookies are so delicious! They are soft and chewy and scrumptious. My kids love them, I love them, this is definitely on my shopping list :)"
"Competitors",2021,"I received a complimentary sample from Influenster to try the  cookie.  It was soft and amazingly delicious.  My daughter loved it as well.  Will definatly be purchasing these in the future."
"Competitors",2021,"I received this Oatmeal raisin cookie from  and they were so delicious! They were soft and moist and I will definitely get these in the future for my family!"
"Competitors",2021,"I received a sample of this cookie and oh my goodness it didn't let me down.  It was delicious and tastes a lot like a homemade cookie you'd make yourself!  I loved how soft it was as I prefer soft over crunchy cookies.  I'm definitely interested in checking out the different flavors they offer."
"Competitors",2020,"We LOVE  Soft Baked Cookies in our house hold! They have great for everyone. My sons first cookie was a Wuaker Soft Baked Oatmeal Cookie that I got in my Mom Voxbox from Influenster. Will be buying alot of these!"
"Competitors",2021,"I got a sample of this cookie from Influenster.  I just have to say it was soooooooo delicious.  I love oatmeal cookies and even though I always use  oats they never come out as soft and delicious as this cookie was.  Forget baking, I'm buying from now onw."
"Competitors",2022,"I received this cookie from Influenster to try and review. Mine was raisin flavored and It was yummy! I would recommend this cookie based on price , easiness to find and purchase, and flavor/ softness! As close to homemade as you can get without the work! And reasonably healthy as well! yummy!"
